ATM_ID,SHORTNAM,CARDHOLD,FRAUD_TY,FRAUD,ISSUER_I,MAKE,MODEL,FACILITI,ATM_POSI,INSTITUT,POST_COD_Town,POST_COD_Region,Day of Week,Time of Day,Time of Day Band
"ATM_S17768","ANPC","Card_S17772","CONSECUTIVE BALANCES",1,"206","IBM",4789.000000,"FF","Petrol Station","WOOL","Blackpool","North West","2. Monday","17","3. Afternoon (1pm to 5pm)"
"ATM_S17768","RBS","Card_S17773","CONSECUTIVE BALANCES",1,"248","IBM",4789.000000,"FF","Petrol Station","WOOL","Blackpool","North West","2. Monday","17","3. Afternoon (1pm to 5pm)"
"ATM_S17768","RBS","Card_S17774","CONSECUTIVE BALANCES",1,"948","IBM",4789.000000,"FF","Petrol Station","WOOL","Blackpool","North West","2. Monday","17","3. Afternoon (1pm to 5pm)"
"ATM_S17775","ALEI","Card_S17776","INTERCEPT",1,"204","NCR",5675.000000,"FF","Wall","WOOL","Brighton","South East","2. Monday","12","2. Morning (4am to midday)"
"ATM_S17777","LLDS","Card_S17778","NOT FRAUDULENT",0,"C58","NCR",5675.000000,"FF","Wall","WOOL","Lincoln","East Midlands","7. Saturday","12","2. Morning (4am to midday)"
"ATM_S17779","HAFX","Card_S17780","NOT FRAUDULENT",0,"414","NCR",,"ND S/C 125P","Petrol Station","WOOL","London SW","South East","3. Tuesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17779","ANPC","Card_S17781","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"106","NCR",,"ND S/C 125P","Petrol Station","WOOL","London SW","South East","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S17782","HAFX","Card_S17783","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"314","NCR",,"ND S/C 125P","Petrol Station","WOOL","Darlington","North","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S17784","HSBC","Card_S17785","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"956","NCR",,"ND S/C 125P","Petrol Station","WOOL","Luton","South East","4. Wednesday","0","1. Late at Night (11pm - 3am)"
"ATM_S17786","LLDS","Card_S17787","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"458","NCR",,"ND S/C 125P","Petrol Station","WOOL","Durham","North","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S17788","ALEI","Card_S17789","NOT FRAUDULENT",0,"204","NCR",,"ND S/C 125P","Petrol Station","WOOL","Twickenham","South East","4. Wednesday","21","4. Evening (6pm to 10pm)"
"ATM_S17792","NWST","Card_S17793","INCORRECT PIN",1,"816","NCR",,"ND S/C 125P","Petrol Station","WOOL","Cardiff","Wales","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17796","BOS","Card_S17797","INTERCEPT",1,"328","NCR",,"ND S/C 125P","Petrol Station","WOOL","Kilmarnock","Scotland","3. Tuesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17798","CB","Card_S17799","NOT FRAUDULENT",0,"418","NCR",,"ND S/C 125P","Petrol Station","WOOL","Kirkcaldy","Scotland","3. Tuesday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17800","LLDS","Card_S17801","NOT FRAUDULENT",0,"158","NCR",,"ND S/C 125P","Petrol Station","WOOL","Coventry","West Midlands","5. Thursday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17805","ANPC","Card_S17806","NOT FRAUDULENT",0,"106","NCR",,"ND S/C 125P","Petrol Station","WOOL","Oldham","North West","4. Wednesday","12","2. Morning (4am to midday)"
"ATM_S17805","HAFX","Card_S17807","NOT FRAUDULENT",0,"A14","NCR",,"ND S/C 125P","Petrol Station","WOOL","Oldham","North West","2. Monday","8","2. Morning (4am to midday)"
"ATM_S17808","NWST","Card_S17809","SUSPECT ATM",1,"716","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","12","2. Morning (4am to midday)"
"ATM_S17808","NBS","Card_S17810","SUSPECT ATM",1,"100","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","5. Thursday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17808","ANPC","Card_S17811","SUSPECT ATM",1,"806","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","7. Saturday","9","2. Morning (4am to midday)"
"ATM_S17808","ANPC","Card_S17812","SUSPECT ATM",1,"106","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","2. Monday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17808","ANPC","Card_S17813","SUSPECT ATM",1,"206","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","2. Monday","10","2. Morning (4am to midday)"
"ATM_S17808","NWST","Card_S17814","SUSPECT ATM",1,"216","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","18","4. Evening (6pm to 10pm)"
"ATM_S17808","NWST","Card_S17815","SUSPECT ATM",1,"816","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","7. Saturday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17808","HAFX","Card_S17816","SUSPECT ATM",1,"814","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","3. Tuesday","9","2. Morning (4am to midday)"
"ATM_S17808","YBK","Card_S17817","SUSPECT ATM",1,"530","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","1. Sunday","20","4. Evening (6pm to 10pm)"
"ATM_S17808","HAFX","Card_S17818","SUSPECT ATM",1,"A14","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17808","NBS","Card_S17819","SUSPECT ATM",1,"100","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","11","2. Morning (4am to midday)"
"ATM_S17808","HAFX","Card_S17820","SUSPECT ATM",1,"914","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","10","2. Morning (4am to midday)"
"ATM_S17808","LLDS","Card_S17821","SUSPECT ATM",1,"F60","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","3. Tuesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17808","WOOL","Card_S17822","SUSPECT ATM",1,"112","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17808","NWST","Card_S17823","SUSPECT ATM",1,"716","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","5. Thursday","11","2. Morning (4am to midday)"
"ATM_S17808","ANPC","Card_S17824","SUSPECT ATM",1,"106","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","6","2. Morning (4am to midday)"
"ATM_S17808","ANPC","Card_S17825","SUSPECT ATM",1,"206","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","9","2. Morning (4am to midday)"
"ATM_S17808","ANPC","Card_S17826","SUSPECT ATM",1,"206","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17808","ANPC","Card_S17827","SUSPECT ATM",1,"806","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","8","2. Morning (4am to midday)"
"ATM_S17808","ALEI","Card_S17828","SUSPECT ATM",1,"204","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","5. Thursday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17808","BARC","Card_S17829","SUSPECT ATM",1,"A54","NCR",,"ND S/C 125P","Petrol Station","WOOL","London N","South East","6. Friday","16","3. Afternoon (1pm to 5pm)"
"ATM_S17832","HSBC","Card_S17833","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"C56","NCR",,"ND S/C 125P","Petrol Station","WOOL","Telford","West Midlands","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S17834","YBK","Card_S17835","NOT FRAUDULENT",0,"630","NCR",,"ND S/C 125P","Petrol Station","WOOL","Hereford","West Midlands","2. Monday","12","2. Morning (4am to midday)"
"ATM_S17839","LLDS","Card_S17840","NOT FRAUDULENT",0,"260","NCR",,"ND S/C 125P","Petrol Station","WOOL","Leeds","Yorkshire and Humberside","4. Wednesday","7","2. Morning (4am to midday)"
"ATM_S17839","YBK","Card_S17841","NOT FRAUDULENT",0,"630","NCR",,"ND S/C 125P","Petrol Station","WOOL","Leeds","Yorkshire and Humberside","2. Monday","8","2. Morning (4am to midday)"
"ATM_S17839","YBK","Card_S17842","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"530","NCR",,"ND S/C 125P","Petrol Station","WOOL","Leeds","Yorkshire and Humberside","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S17843","NWST","Card_S17844","NOT FRAUDULENT",0,"816","NCR",,"ND S/C 125P","Petrol Station","WOOL","Manchester","North West","5. Thursday","23","1. Late at Night (11pm - 3am)"
"ATM_S17845","VISA","Card_S17846","HIGH CONSECUTIVE BALANCES",1,"146","NCR",,"ND S/C 125P","Petrol Station","WOOL","Manchester","North West","7. Saturday","8","2. Morning (4am to midday)"
"ATM_S17845","VISA","Card_S17847","HIGH CONSECUTIVE BALANCES",1,"146","NCR",,"ND S/C 125P","Petrol Station","WOOL","Manchester","North West","7. Saturday","8","2. Morning (4am to midday)"
"ATM_S17848","HAFX","Card_S17849","NOT FRAUDULENT",0,"214","NCR",,"ND S/C 125P","Petrol Station","WOOL","Leicester","East Midlands","5. Thursday","22","4. Evening (6pm to 10pm)"
"ATM_S17850","ANPC","Card_S17851","NOT FRAUDULENT",0,"106","NCR",,"ND S/C 125P","Petrol Station","WOOL","Reading","South East","2. Monday","11","2. Morning (4am to midday)"
"ATM_S17852","NBS","Card_S17853","NOT FRAUDULENT",0,"100","NCR",,"ND S/C 125P","Petrol Station","WOOL","Bristol","South West","6. Friday","11","2. Morning (4am to midday)"
"ATM_S17854","BOI","Card_S17855","NOT FRAUDULENT",0,"152","NCR",,"ND S/C 125P","Petrol Station","WOOL","Sheffield","Yorkshire and Humberside","2. Monday","20","4. Evening (6pm to 10pm)"
"ATM_S17856","BARC","Card_S17857","NOT FRAUDULENT",0,"554","NCR",,"ND S/C 125P","Petrol Station","WOOL","Redhill","South East","3. Tuesday","10","2. Morning (4am to midday)"
"ATM_S17856","ANPC","Card_S17858","NOT FRAUDULENT",0,"206","NCR",,"ND S/C 125P","Petrol Station","WOOL","Redhill","South East","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17859","LLDS","Card_S17860","NOT FRAUDULENT",0,"658","NCR",,"ND S/C 125P","Petrol Station","WOOL","Cambridge","East Anglia","7. Saturday","8","2. Morning (4am to midday)"
"ATM_S17861","NWST","Card_S17862","NOT FRAUDULENT",0,"216","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","6. Friday","8","2. Morning (4am to midday)"
"ATM_S17863","RBS","Card_S17864","CONSECUTIVE BALANCES",1,"848","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S17863","VISA","Card_S17865","NOT FRAUDULENT",0,"146","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","5. Thursday","12","2. Morning (4am to midday)"
"ATM_S17863","ALEI","Card_S17866","CONSECUTIVE BALANCES",1,"204","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S17863","ALEI","Card_S17867","CONSECUTIVE BALANCES",1,"204","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S17863","SAIN","Card_S17868","CONSECUTIVE BALANCES",1,"126","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S17863","RBS","Card_S17869","CONSECUTIVE BALANCES",1,"148","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S17863","RBS","Card_S17870","CONSECUTIVE BALANCES",1,"A48","NCR",5875.000000,"F/F","Wall","WOOL","London EC","South East","3. Tuesday","11","2. Morning (4am to midday)"
"ATM_S17871","EPSS","Card_S17872","NOT FRAUDULENT",0,"138","NCR",5875.000000,"F/F","Wall","WOOL","London SE","South East","4. Wednesday","12","2. Morning (4am to midday)"
"ATM_S17873","SAIN","Card_S17874","INCORRECT PIN",1,"126","NCR",5875.000000,"ND S/C100P","Lobby","WOOL","Exeter","South West","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S17875","ANPC","Card_S17876","CONSECUTIVE BALANCES",1,"706","NCR",5875.000000,"FF","Lobby","WOOL","Romford","South East","7. Saturday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17875","BARC","Card_S17877","CONSECUTIVE BALANCES",1,"854","NCR",5875.000000,"FF","Lobby","WOOL","Romford","South East","7. Saturday","17","3. Afternoon (1pm to 5pm)"
"ATM_S17875","HSBC","Card_S17878","CONSECUTIVE BALANCES",1,"856","NCR",5875.000000,"FF","Lobby","WOOL","Romford","South East","7. Saturday","17","3. Afternoon (1pm to 5pm)"
"ATM_S17879","SAIN","Card_S17880","INTERCEPT",1,"126","NCR",5875.000000,"FF","Lobby","WOOL","Sheffield","Yorkshire and Humberside","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S17881","HAFX","Card_S17882","NOT FRAUDULENT",0,"614","NCR",5875.000000,"FF","Lobby","WOOL","London SE","South East","2. Monday","8","2. Morning (4am to midday)"
"ATM_S17883","YBK","Card_S17884","NOT FRAUDULENT",0,"530","NCR",5875.000000,"FF","Lobby","WOOL","Stevenage","South East","7. Saturday","10","2. Morning (4am to midday)"
"ATM_S17883","NBS","Card_S17885","NOT FRAUDULENT",0,"100","NCR",5875.000000,"FF","Lobby","WOOL","Stevenage","South East","3. Tuesday","9","2. Morning (4am to midday)"
"ATM_S17886","COOP","Card_S17887","NOT FRAUDULENT",0,"202","NCR",5875.000000,"FF","Lobby","WOOL","Stevenage","South East","2. Monday","12","2. Morning (4am to midday)"
"ATM_S17888","HAFX","Card_S17889","NOT FRAUDULENT",0,"714","NCR",5875.000000,"FF","Lobby","WOOL","Oxford","South East","3. Tuesday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17892","ANPC","Card_S17893","CONSECUTIVE BALANCES",1,"806","NCR",5875.000000,"FF","Lobby","WOOL","London SW","South East","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17892","LLDS","Card_S17894","CONSECUTIVE BALANCES",1,"960","NCR",5875.000000,"FF","Lobby","WOOL","London SW","South East","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17892","BARC","Card_S17895","CONSECUTIVE BALANCES",1,"954","NCR",5875.000000,"FF","Lobby","WOOL","London SW","South East","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17892","HSBC","Card_S17896","CONSECUTIVE BALANCES",1,"I56","NCR",5875.000000,"FF","Lobby","WOOL","London SW","South East","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17892","HAFX","Card_S17897","CONSECUTIVE BALANCES",1,"714","NCR",5875.000000,"FF","Lobby","WOOL","London SW","South East","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17898","BOS","Card_S17899","CONSECUTIVE BALANCES",1,"728","NCR",5870.000000,"FF","Supermarket","WOOL","London SE","South East","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S17898","BOS","Card_S17900","CONSECUTIVE BALANCES",1,"228","NCR",5870.000000,"FF","Supermarket","WOOL","London SE","South East","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S17898","BOS","Card_S17901","CONSECUTIVE BALANCES",1,"128","NCR",5870.000000,"FF","Supermarket","WOOL","London SE","South East","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S17898","BOS","Card_S17902","CONSECUTIVE BALANCES",1,"728","NCR",5870.000000,"FF","Supermarket","WOOL","London SE","South East","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S17916","BARC","Card_S17917","NOT FRAUDULENT",0,"954","NCR",5870.000000,"FF","Supermarket","WOOL","London W","South East","4. Wednesday","8","2. Morning (4am to midday)"
"ATM_S17918","NWST","Card_S17919","INTERCEPT",1,"216","NCR",5870.000000,"FF","Supermarket","WOOL","Gloucester","South West","5. Thursday","11","2. Morning (4am to midday)"
"ATM_S17920","BARC","Card_S17921","CONSECUTIVE BALANCES",1,"754","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","6. Friday","20","4. Evening (6pm to 10pm)"
"ATM_S17920","HSBC","Card_S17922","CONSECUTIVE BALANCES",1,"A56","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","7. Saturday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17920","HSBC","Card_S17923","CONSECUTIVE BALANCES",1,"C56","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","7. Saturday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17920","NWST","Card_S17924","CONSECUTIVE BALANCES",1,"716","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","6. Friday","20","4. Evening (6pm to 10pm)"
"ATM_S17920","HSBC","Card_S17925","CONSECUTIVE BALANCES",1,"756","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","6. Friday","20","4. Evening (6pm to 10pm)"
"ATM_S17920","HAFX","Card_S17926","CONSECUTIVE BALANCES",1,"714","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","6. Friday","20","4. Evening (6pm to 10pm)"
"ATM_S17920","HAFX","Card_S17927","NOT FRAUDULENT",0,"714","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","1. Sunday","6","2. Morning (4am to midday)"
"ATM_S17920","HAFX","Card_S17928","HIGH CONSECUTIVE BALANCES",1,"114","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","5. Thursday","21","4. Evening (6pm to 10pm)"
"ATM_S17920","NBS","Card_S17929","CONSECUTIVE BALANCES",1,"100","NCR",5870.000000,"F/F","Petrol Station","WOOL","Enfield","South East","7. Saturday","14","3. Afternoon (1pm to 5pm)"
"ATM_S17930","AMEX","Card_S17931","HIGH CONSECUTIVE BALANCES",1,"1KX","NCR",5870.000000,"F/F","Wall","WOOL","London SE","South East","6. Friday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17930","VISA","Card_S17932","HIGH CONSECUTIVE BALANCES",1,"146","NCR",5870.000000,"F/F","Wall","WOOL","London SE","South East","6. Friday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17930","AMEX","Card_S17933","HIGH CONSECUTIVE BALANCES",1,"1KX","NCR",5870.000000,"F/F","Wall","WOOL","London SE","South East","6. Friday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17930","NBS","Card_S17934","HIGH CONSECUTIVE BALANCES",1,"100","NCR",5870.000000,"F/F","Wall","WOOL","London SE","South East","6. Friday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17930","ANPC","Card_S17935","NOT FRAUDULENT",0,"106","NCR",5870.000000,"F/F","Wall","WOOL","London SE","South East","2. Monday","11","2. Morning (4am to midday)"
"ATM_S17957","LLDS","Card_S17958","NOT FRAUDULENT",0,"960","NCR",5870.000000,"ND","Convenience Store","WOOL","Bath","South West","4. Wednesday","10","2. Morning (4am to midday)"
"ATM_S17959","HAFX","Card_S17960","NOT FRAUDULENT",0,"914","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Birmingham","West Midlands","3. Tuesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17961","ANPC","Card_S17962","NOT FRAUDULENT",0,"206","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","St. Albans","South East","6. Friday","7","2. Morning (4am to midday)"
"ATM_S17961","BARC","Card_S17963","NOT FRAUDULENT",0,"954","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","St. Albans","South East","4. Wednesday","10","2. Morning (4am to midday)"
"ATM_S17964","VISA","Card_S17965","NOT FRAUDULENT",0,"146","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Cambridge","East Anglia","5. Thursday","10","2. Morning (4am to midday)"
"ATM_S17968","NBS","Card_S17969","NOT FRAUDULENT",0,"100","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Northampton","East Midlands","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17970","ANPC","Card_S17971","CONSECUTIVE BALANCES",1,"206","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Exeter","South West","1. Sunday","22","4. Evening (6pm to 10pm)"
"ATM_S17970","NBS","Card_S17972","CONSECUTIVE BALANCES",1,"100","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Exeter","South West","1. Sunday","22","4. Evening (6pm to 10pm)"
"ATM_S17970","HSBC","Card_S17973","CONSECUTIVE BALANCES",1,"756","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Exeter","South West","1. Sunday","22","4. Evening (6pm to 10pm)"
"ATM_S17974","HAFX","Card_S17975","NOT FRAUDULENT",0,"514","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","St. Albans","South East","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S17976","ANPC","Card_S17977","NOT FRAUDULENT",0,"106","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Wakefield","Yorkshire and Humberside","5. Thursday","6","2. Morning (4am to midday)"
"ATM_S17976","BARC","Card_S17978","NOT FRAUDULENT",0,"454","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Wakefield","Yorkshire and Humberside","6. Friday","21","4. Evening (6pm to 10pm)"
"ATM_S17979","ANPC","Card_S17980","NOT FRAUDULENT",0,"706","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Plymouth","South West","3. Tuesday","7","2. Morning (4am to midday)"
"ATM_S17981","LLDS","Card_S17982","NOT FRAUDULENT",0,"258","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Coventry","West Midlands","2. Monday","15","3. Afternoon (1pm to 5pm)"
"ATM_S17983","BARC","Card_S17984","NOT FRAUDULENT",0,"454","NCR",5870.000000,"FF","Convenience Store","WOOL","Gloucester","South West","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17985","ANPC","Card_S17986","NOT FRAUDULENT",0,"706","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","Dartford","South East","1. Sunday","21","4. Evening (6pm to 10pm)"
"ATM_S17987","BARC","Card_S17988","NOT FRAUDULENT",0,"854","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","London SE","South East","1. Sunday","20","4. Evening (6pm to 10pm)"
"ATM_S17987","NBS","Card_S17989","NOT FRAUDULENT",0,"100","NCR",5870.000000,"No Deposit","Convenience Store","WOOL","London SE","South East","7. Saturday","21","4. Evening (6pm to 10pm)"
"ATM_S17990","NBS","Card_S17991","INTERCEPT",1,"100","NCR",5684.000000,"FF","Wall","WOOL","Plymouth","South West","3. Tuesday","8","2. Morning (4am to midday)"
"ATM_S17992","LLDS","Card_S17993","NOT FRAUDULENT",0,"958","NCR",5684.000000,"FF","Wall","WOOL","London SE","South East","4. Wednesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17994","NBS","Card_S17995","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"100","NCR",5684.000000,"FF","Wall","WOOL","Kingston Upon Thames","South East","4. Wednesday","0","1. Late at Night (11pm - 3am)"
"ATM_S17996","BOS","Card_S17997","INTERCEPT",1,"628","NCR",5684.000000,"FF","Wall","WOOL","Harrow","South East","6. Friday","10","2. Morning (4am to midday)"
"ATM_S17998","ALEI","Card_S17999","NOT FRAUDULENT",0,"204","NCR",5684.000000,"FF","Wall","WOOL","Bromley","South East","4. Wednesday","8","2. Morning (4am to midday)"
"ATM_S17998","BRIT","Card_S18000","NOT FRAUDULENT",0,"124","NCR",5684.000000,"FF","Wall","WOOL","Bromley","South East","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S17998","BARC","Card_S18001","NOT FRAUDULENT",0,"654","NCR",5684.000000,"FF","Wall","WOOL","Bromley","South East","4. Wednesday","10","2. Morning (4am to midday)"
"ATM_S17998","BARC","Card_S18002","NOT FRAUDULENT",0,"754","NCR",5684.000000,"FF","Wall","WOOL","Bromley","South East","2. Monday","13","3. Afternoon (1pm to 5pm)"
"ATM_S18040","LLDS","Card_S18041","NOT FRAUDULENT",0,"260","NCR",5840.000000,"FF","Lobby","WOOL","Dartford","South East","2. Monday","12","2. Morning (4am to midday)"
"ATM_S18042","HSBC","Card_S18043","NOT FRAUDULENT",0,"556","NCR",5685.000000,"FF","Wall","WOOL","Milton Keynes","South East","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S18044","BARC","Card_S18045","CONSECUTIVE BALANCES",1,"A54","NCR",5685.000000,"FF","Wall","WOOL","Romford","South East","7. Saturday","18","4. Evening (6pm to 10pm)"
"ATM_S18044","BARC","Card_S18046","CONSECUTIVE BALANCES",1,"854","NCR",5685.000000,"FF","Wall","WOOL","Romford","South East","7. Saturday","13","3. Afternoon (1pm to 5pm)"
"ATM_S18044","LLDS","Card_S18047","CONSECUTIVE BALANCES",1,"760","NCR",5685.000000,"FF","Wall","WOOL","Romford","South East","7. Saturday","8","2. Morning (4am to midday)"
"ATM_S18044","LLDS","Card_S18048","CONSECUTIVE BALANCES",1,"C58","NCR",5685.000000,"FF","Wall","WOOL","Romford","South East","7. Saturday","18","4. Evening (6pm to 10pm)"
"ATM_S18044","NBS","Card_S18049","CONSECUTIVE BALANCES",1,"100","NCR",5685.000000,"FF","Wall","WOOL","Romford","South East","7. Saturday","13","3. Afternoon (1pm to 5pm)"
"ATM_S18044","HAFX","Card_S18050","CONSECUTIVE BALANCES",1,"514","NCR",5685.000000,"FF","Wall","WOOL","Romford","South East","7. Saturday","13","3. Afternoon (1pm to 5pm)"
"ATM_S18051","HAFX","Card_S18052","NOT FRAUDULENT",0,"814","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S18051","ANPC","Card_S18053","CONSECUTIVE BALANCES",1,"206","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","13","3. Afternoon (1pm to 5pm)"
"ATM_S18051","BARC","Card_S18054","NOT FRAUDULENT",0,"854","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","10","2. Morning (4am to midday)"
"ATM_S18051","HAFX","Card_S18055","CONSECUTIVE BALANCES",1,"714","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","15","3. Afternoon (1pm to 5pm)"
"ATM_S18051","AMEX","Card_S18056","CONSECUTIVE BALANCES",1,"1KX","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","11","2. Morning (4am to midday)"
"ATM_S18051","ANPC","Card_S18057","CONSECUTIVE BALANCES",1,"106","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","14","3. Afternoon (1pm to 5pm)"
"ATM_S18051","BARC","Card_S18058","CONSECUTIVE BALANCES",1,"A54","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","2","1. Late at Night (11pm - 3am)"
"ATM_S18051","LLDS","Card_S18059","CONSECUTIVE BALANCES",1,"960","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","14","3. Afternoon (1pm to 5pm)"
"ATM_S18051","NBS","Card_S18060","CONSECUTIVE BALANCES",1,"100","NCR",5685.000000,"FF","Wall","WOOL","London E","South East","7. Saturday","17","3. Afternoon (1pm to 5pm)"
